name,brand_name,price_of_the_bottle,mrp_of_the_bottle,rating,number_of_rating,size_of_the_bottle,key_ingredients,key_benifits,category
Dr. Reckeweg Arsenicum Album 200 CH Dilution,Dr Reckeweg & Co,138.0,160.0,4.7,496.0,11.0,The formulation can help provide relief from acidity and indigestion,Helps in the treatment of stomach disordersRelieves stress and anxiety in patients with chronic health conditionsAids in treating respiratory problems such as coughHelps improve fever and weakness post an illness,Digestion
SBL Drops No. 5 (For Cervical Pain),SBL Pvt Ltd,159.0,185.0,4.5,260.0,30.0,,"Relieves neck and shoulder pain


Effective for multiple symptoms


Relieves arm and finger numbness",Joint
SBL Sulphur Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.4,1109.0,30.0,Sugar of milk,"This dilution can help improve skin ailments


It soothes the skin and relieves dryness and itchiness


It is a homoeopathic medicine",Skin care
ADEL 29 Akutur Drop,Adel Pekana Germany,260.0,295.0,4.5,104.0,20.0,,"Eliminates symptoms of bladder inflammation, including pus in the urine and painful urinationStimulates systemic excretion of toxins from infections by improving the function of the liver, stomach, intestines and gallbladderSupports relief from acute gastritis and chronic skin diseases, and strengthens liver functionHelps resolve mucous membrane infections accompanied by pronounced nervous system weakness",Digestion
Bakson's Calcarea Fluorica Biochemic Tablet 6X,Bakson's Homeopathy,691.0,720.0,4.3,66.0,4500.0,"It helps build up the dental enamel, the surface of bones, the top layers of the skin and the walls of the blood vessels",Helps build up the dental enamelAssists in flat feet and callosityHelps manage tooth decay and delayed dentitionAids in relieving piles,Dental care
SBL Gelsemium Sempervirens Dilution 200 CH,SBL Pvt Ltd,101.0,115.0,4.5,559.0,30.0,,"Manages colds, flu and sore throat


Reduces anxiety


Manages heavy eyelids and double vision",Eye Care
Bakson's Natrum Sulphuricum Biochemic Tablet 6X,Bakson's Homeopathy,693.0,720.0,4.6,37.0,4500.0,Natrum sulphuricum,"It can help to maintain good liver health


It can help to reduce headaches


It may help to condition diarrhoea


It also helps to manage symptoms of gout",Fever
Dr. Reckeweg Yohimbinum Mother Tincture Q,Dr Reckeweg & Co,321.0,365.0,4.4,111.0,20.0,,"Promotes relaxation of blood vessels and manages blood pressure levels


Aids in managing healthy weight


Safe to use with no side effects, based on homoeopathic composition",Diabetes
Dr. Reckeweg Bryonia Alba Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.7,419.0,11.0,,"It is primarily used for the treatment of influenza, coryza, arthritis and rheumatismIt relieves symptoms of flu such as constant sneezing and coldHelpful in treating issues related to the respiratory system such as dry cough, asthma and difficulty breathing",Fever
Bakson's Calcarea Fluorica Biochemic Tablet 12X,Bakson's Homeopathy,691.0,720.0,4.3,64.0,4500.0,"It helps build up the dental enamel, the surface of bones, the top layers of the skin and the walls of the blood vessels",Helps build up the dental enamelAssists in flat feet and callosityHelps manage tooth decay and delayed dentitionAids in relieving piles,Dental care
Bhargava Garcinia Cambogia Drop,Bhargava Phytolab,339.0,385.0,4.1,123.0,30.0,The formula can help maintain a healthy weight,Boosts metabolism of the body and helps in fat reductionSuppresses appetite and inhibits body's ability to make fatEffectively inhibits fat synthesisHelps in burning the fat present in the body,Digestion
SBL Acidum Phosphoricum Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.5,363.0,30.0,,"Maintains concentration, focus, memory, and overall mood


Alleviates irritated and itchy eyes, aiding in eye soreness


Improves digestion, stimulates appetite, and acts as a mild sedative",Eye Care
Dr. Reckeweg Belladonna Dilution 200 CH,Dr Reckeweg & Co,138.0,160.0,4.7,367.0,11.0,Effective in the treatment of spasms of the gastrointestinal tracts,"Alleviates gastrointestinal spasms


Useful for bladder and biliary tract issues


Relieves rheumatic and arthritic pains


Helpful for stomach ache",Digestion
Dr. Reckeweg Thyroidinum Trituration Tablet 3X,Dr Reckeweg & Co,210.0,240.0,4.5,146.0,20.0,Thyroid gland of sheep,Helps to regulate pulse ratePrevents skin disordersHelps overcome weakness and fatigue,Skin care
Medisynth Alfamalt Forte Malt,Medisynth Chemicals Pvt Ltd,265.0,300.0,4.4,203.0,450.0,Alfalfa,Helps to gain healthy weightBoosts immunityImproves digestion,Digestion
SBL Hydrangea Arborescens Mother Tincture Q,SBL Pvt Ltd,129.0,150.0,4.5,146.0,30.0,,Effective for urinary disorderReduces the risk of calculus formationReduces the urge to urinate frequentlyRelieves pain associated with renal calculus,kidney
ADEL 5 Apo-Stom Drop,Adel Pekana Germany,260.0,295.0,4.6,144.0,20.0,,"Supports digestive tract function and regulation, heals mucosal bleeding and relieves crampsReduces liver and spleen swelling that may accompany a dysfunctional stomachRelieves acid eructation and heartburn while supporting regulation of parietal cell activity",ENT
SBL Drops No. 1 (For Hair Care),SBL Pvt Ltd,157.0,185.0,4.3,161.0,30.0,,"Promotes healthy hair growth


Nourishes and strengthens hair roots


Addresses hair and scalp issues


Enhances hair shine and volume",Hair care
Dr. Reckeweg Causticum Dilution 200 CH,Dr Reckeweg & Co,138.0,160.0,4.5,267.0,11.0,Natrum causticum,"Effective for liver and kidney ailments


Relieves cough and throat dryness


Soothes the lymph glands


Removes whitish discoloration of the skin",Throat care
Dr. Reckeweg Gelsemium Sempervirens Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.6,248.0,11.0,Natural Minerals,"Helps with vision and vertigo problems


Useful for colds, flu and sore throat


Helps manage nervousness and anxiety


Helps with heavy eyelids and double vision",Eye Care
Bakson Homoeopathic Formula 'D' Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,440.0,500.0,4.1,310.0,200.0,Calcarea fluorica 3x,"Formula ??D?? Tablets are effective against eczema and lichen planus?ÿOffer relief from skin conditions and reduce the burning, redness, dryness, itching and swellingUsed for the treatment of dermatitisContains Calcarea fluorica that is useful for fissures or cracks in palms and hard skinFormula ??D?? Tablets contain Rhus tox. helpful for intense itching, urticaria, burning, eczema, and eruptions containing fluid",Skin care
SBL Cantharis Mother Tincture Q,SBL Pvt Ltd,297.0,330.0,4.6,166.0,30.0,,"Manages inflamed bladder and painful urination


Relieves increased urge to urinate


Reduces inflammation and pain in the kidneys",kidney
SBL AF-Tabs Tablet,SBL Pvt Ltd,145.0,165.0,4.7,225.0,25.0,Gelsemium sempervirens,"It helps to relieve harsh and dry cough with pain in the chestIt improves convulsive cough, catarrh and hoarseness in the throatIt is helpful for spasmodic cough and viscous mucus",Throat care
Hapdco Mensol Tonic,HAPDCO,273.0,310.0,4.4,185.0,450.0,Janosis Ashoka,Acts as a restorative and uterine tonicCan help reduce pain and crampsWorks as an anti-spasmodic remedy,Digestion
Dr. Reckeweg Urtica Urens Mother Tincture Q,Dr Reckeweg & Co,224.0,255.0,4.6,142.0,20.0,,"It can aid healing of burns and insect bites


It is safe to use and has no side effects


It helps heal cuts and wounds",Skin care
SBL Natrum Phosphoricum Biochemic Tablet 6X,SBL Pvt Ltd,98.0,110.0,4.7,351.0,25.0,Natrum Phosphoricum with alcohol,"Manages concerns associated with digestion


Eases diverse symptoms including nausea, heartburn, and dizziness


Supports holistic well-being with applications for both physical and sensory concerns",ENT
Dr. Reckeweg Arnica Mont Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.6,496.0,11.0,,"It helps to restrict bleedingIt can help reduce swelling and sorenessIt can help with dizziness, pain and motion sickness",Throat care
Dr. Reckeweg R87 Anti Bacterial Drop,Dr Reckeweg & Co,273.0,310.0,4.6,109.0,30.0,,Enhances the immune systemImproves immune response of the bodyDo not cause any side effects,Health supplement
SBL Tinospora Cordifolia Mother Tincture Q,SBL Pvt Ltd,92.4,105.0,4.6,149.0,30.0,Tinospora Cordifolia Dilution,It relieves joint and back painsIt controls cholesterol levels?ÿIt stimulates the immune systemIt reduces the susceptibility to fall all,Joint
SBL Cantharis Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.6,371.0,30.0,,"Manages inflamed bladder


Relieves concerns about causing pain in the kidneys


Supports women's health",kidney
Dr. Reckeweg R78 Eye Care Drop,Dr Reckeweg & Co,233.0,270.0,4.5,141.0,22.0,,Relieves eye pain and discomfortPrevents irritation in the mucous membrane of the eyeReduces inflammation in upper eyelid,Eye Care
SBL Silicea Biochemic Tablet 6X,SBL Pvt Ltd,96.8,110.0,4.5,387.0,25.0,,"Useful for bone disorders?ÿ


Manages defective nutrition


Helps with difficulty in passing stool


Relieves skin dryness, itching and swelling",Joint
Dr Willmar Schwabe India Topi Berberis Aquifolium Cream,Dr Willmar Schwabe India Pvt Ltd,70.4,80.0,4.4,185.0,25.0,,Helps prevent itching due to eczemaHelps prevent skin infectionsHelpful for dealing with acneHelps with rough and dry skin,Skin care
Bakson Rheum Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,187.0,215.0,4.6,171.0,75.0,,"Rheum Aid Tablets are effective against joint pains, muscular weakness, and fatigueTones up the musculoskeletal system?ÿRelieves pain, stiffness, and impaired functioning of the affected partContains Calcarea phos. 3x: which is used in fractures that take time to heal?ÿThese joint pain tablets provide effective relief with no side effects",Joint
SBL Five Phos A+ Nerve Tonic,SBL Pvt Ltd,116.0,130.0,4.5,179.0,115.0,,"Restores organic salts for balance


Combines phosphates and homoeopathic tinctures


Manages general weakness",Health supplement
Dr Willmar Schwabe India Withania Somnifera (Aswagandha) Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,96.8,110.0,4.5,283.0,30.0,Withania Somnifera,Helps lower blood sugar levelsHelps to manage stress and anxietyHelps reduce inflammationHelps relieve joint pain and skin sores,Joint
Dr Willmar Schwabe India Munostim Globules,Dr Willmar Schwabe India Pvt Ltd,110.0,125.0,4.6,230.0,10.0,Echinacea angustifolia,It is a homeopathy solution and is safe for consumptionProtects the body against virus attacksRich in anti-bacterial propertiesImproves immunity,Health supplement
Dr. Reckeweg Jaborandi Mother Tincture Q,Dr Reckeweg & Co,224.0,255.0,4.5,132.0,20.0,,Helps prevent hair lossReduces early signs of hair greyingImproves your digestive health,ENT
SBL Agnus Castus Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.3,377.0,30.0,Its primary use includes treatment of a psychological disorder such as depression and anxiety,A homeopathy solution that is safe for consumptionMay curtail symptoms of anxiety and related issuesKeeps you energized and fitSoothes arthritic and rheumatic painsMay help with sexual health,Mental wellness
Dr Willmar Schwabe India Ginseng Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,288.0,320.0,4.6,215.0,30.0,The formula can help adapt the body to stress,Helps to fight stress and weaknessImproves resistance to infectionsSupports liver healthPromotes overall well-being,Liver
Dr. Reckeweg Bio-Combination 28 (BC 28) Tablet,Dr Reckeweg & Co,159.0,185.0,4.6,154.0,20.0,,Maintains physiological functionsProvides tissue nutrition to the bodyHelps with brain and nerve functionPromotes kidney functionAssists in healthy metabolismSafe for consumption,Digestion
SBL Alfalfa Mother Tincture Q,SBL Pvt Ltd,94.0,105.0,4.4,280.0,30.0,Plant Extract Of Medicago Sativa,Helps to?ÿmaintain the?ÿcholesterol levelsUseful in the treatment of asthmaHelps in controlling diabetesBoosts the immune system,Diabetes
ADEL 11 Defaeton Drop,Adel Pekana Germany,255.0,295.0,4.3,157.0,20.0,,Lubricates the intestinal lining which helps in easy passing of the stoolsPromotes healthy bowel movementActs promptly and provides effective relief from constipationSoftens the stool and makes it easy to pass,Digestion
Bakson AC#9 Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,419.0,500.0,4.1,57.0,200.0,Acidum phosphoricum HPI 3x,Provides holistic remedy for hairfall and thinning hairAcid phosphoricum greying post-fluid imbalancesLycopodium clavatum strengthens hair against concerns associated with premature baldnessArnica montana stimulates hair growth and counters baldness,Hair care
New Life Bach Flower White Chestnut 30,New Life Laboratories Pvt Ltd,113.0,125.0,4.4,136.0,30.0,,Helps to improve concentration powerPromotes rational thinking and brings tranquillityHelps reduce insomnia and calms the brain nervesPrevents overthinking and harmful self-critical behaviour,Mental wellness
Dr. Reckeweg R72 Pancreas Drop,Dr Reckeweg & Co,232.0,270.0,4.4,98.0,22.0,,Helps in pancreatic issuesRelieves pain in upper abdomenReduces pain due to bloating,Digestion
Boericke and Tafel Anti-Dandruff Shampoo,Dr Willmar Schwabe India Pvt Ltd,129.0,145.0,4.3,276.0,150.0,Lavendula,Helps reduce dandruff and other scalp conditionsCleanses the scalp thoroughlyProvides nourishment and protection to the hair,Hair care
SBL Thyroidinum Trituration Tablet 6X,SBL Pvt Ltd,152.0,175.0,4.6,128.0,25.0,,"Effective in cases of hyperthyroidism


Relieves migraine and muscular weakness


Improves digestion


Restores the body??s natural strength",Digestion
SBL Kalmegh Syrup,SBL Pvt Ltd,101.0,115.0,4.5,175.0,115.0,Effectively helps to improve gut health by alleviating indigestion,Improves gut healthUseful in constipationStimulates appetiteDeals with various hepatic complaints,Digestion
Dr Willmar Schwabe India Berberis Pentarkan Tablet,Dr Willmar Schwabe India Pvt Ltd,155.0,185.0,4.6,165.0,20.0,,"Helps correct metabolic disturbancesRelieves pain during urination due to renal calculiContains antiseptic, haemostatic, and diuretic propertiesAlso useful in gouty arthritis",Digestion
SBL Arnica Ointment,SBL Pvt Ltd,67.0,75.0,4.5,243.0,25.0,Arnica montana,"Helps with sprains


Helps relieve soreness


Reduces pain",Throat care
Dr. Reckeweg R89 Hair Care Drop (30ml Each),Dr Reckeweg & Co,539.0,620.0,0.0,0.0,2.0,"Alfalfa, D3, Hypophysis D30, Juglans D12, Kalium phosphoricum D4, D6, D12, Lactuca Sativa D2, Lecithinum D3, Oenothera biennis D3, Testes D30 and polysorbatum 80 D3",Helps prevent hair fall and baldnessPromotes strong and healthy hairRestores hair strength and volume,Hair care
Wheezal Mel-X Melasma Tablet,Wheezal Homeo Pharma,112.0,125.0,4.0,180.0,30.0,,Helpful in pigmentation disordersCan reduce tanning and sunburnReduces the signs of ageing,Skin care
SBL Aesculus Hippocastanum Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.6,329.0,30.0,,"Helpful for diarrhoea, fever and enlarged prostateRelieves arthritis painUseful for cough and related flu-like symptomsDeals with varicose veins and haemorrhoids",Fever
Dr. Reckeweg R60 Blood Purifier Drop,Dr Reckeweg & Co,232.0,270.0,4.6,133.0,22.0,,It helps boost the immunityIt aids in regulating cholesterol levelsIt improves skin health,Skin care
Bakson AC#9 Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,189.0,215.0,4.1,57.0,75.0,Acidum phosphoricum HPI 3x,Provides holistic remedy for hairfall and thinning hairAcid phosphoricum greying post-fluid imbalancesLycopodium clavatum strengthens hair against concerns associated with premature baldnessArnica montana stimulates hair growth and counters baldness,Hair care
SBL Acid Chryso Ointment,SBL Pvt Ltd,66.0,75.0,4.3,175.0,25.0,Acid chryso,"Helps prevent pimples


Manages psoriasis


Reduces dryness",Skin care
SBL Sepia Dilution 200 CH,SBL Pvt Ltd,99.1,115.0,4.5,422.0,30.0,,Beneficial for managing concerns associated with menopauseRelieves fatigue and manages nutritional imbalancesSafe to use with no reported side effects,Health supplement
