name,brand_name,price_of_the_bottle,mrp_of_the_bottle,rating,number_of_rating,size_of_the_bottle,key_ingredients,key_benifits,category
Dr. Reckeweg Bryonia Alba Dilution 30 CH,Dr Reckeweg & Co,ƒ??119,ƒ??135,4.7,419 Ratings,11 ml Dilution,,"It is primarily used for the treatment of influenza, coryza, arthritis and rheumatismIt relieves symptoms of flu such as constant sneezing and coldHelpful in treating issues related to the respiratory system such as dry cough, asthma and difficulty breathing",Fever
Medisynth Gasgan Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.4,149 Ratings,30 ml Drop,Carbo vegetabilis,Relieves stomach aches and gastric disordersPrevents constipationImproves digestion,Digestion
Bakson's Calcarea Fluorica Biochemic Tablet 12X,Bakson's Homeopathy,ƒ??691,ƒ??720,4.3,64 Ratings,4500 biochemic tablets,"It helps build up the dental enamel, the surface of bones, the top layers of the skin and the walls of the blood vessels",Helps build up the dental enamelAssists in flat feet and callosityHelps manage tooth decay and delayed dentitionAids in relieving piles,Dental care
Bhargava Garcinia Cambogia Drop,Bhargava Phytolab,ƒ??339,ƒ??385,4.1,123 Ratings,30 ml Drop,The formula can help maintain a healthy weight,Boosts metabolism of the body and helps in fat reductionSuppresses appetite and inhibits body's ability to make fatEffectively inhibits fat synthesisHelps in burning the fat present in the body,Digestion
LDD Bioscience Hydrastis Canadensis Mother Tincture Q,LDD Bioscience Pvt Ltd,ƒ??477,ƒ??550,4.2,43 Ratings,100 ml Mother Tincture,,Product Highlights:Helps treat coryza and catarrhEases menstruation and ear painsGives relief from ulcers and eczemaEffective in improving appetite,ENT
SBL Acidum Phosphoricum Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.5,363 Ratings,30 ml Dilution,,"Maintains concentration, focus, memory, and overall mood


Alleviates irritated and itchy eyes, aiding in eye soreness


Improves digestion, stimulates appetite, and acts as a mild sedative",Eye Care
Medisynth Aqui Folium Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,91 Ratings,20 gm Cream,Berberis aquifolium extract,Prevents acne and pimplesReduces dark spotsMakes the skin soft and supple,Skin care
Dr. Reckeweg Belladonna Dilution 200 CH,Dr Reckeweg & Co,ƒ??138,ƒ??160,4.7,367 Ratings,11 ml Dilution,Effective in the treatment of spasms of the gastrointestinal tracts,"Alleviates gastrointestinal spasms


Useful for bladder and biliary tract issues


Relieves rheumatic and arthritic pains


Helpful for stomach ache",Digestion
Dr. Reckeweg Thyroidinum Trituration Tablet 3X,Dr Reckeweg & Co,ƒ??210,ƒ??240,4.5,146 Ratings,20 gm Trituration Tablet,Thyroid gland of sheep,Helps to regulate pulse ratePrevents skin disordersHelps overcome weakness and fatigue,Skin care
Medisynth Alfamalt Forte Malt,Medisynth Chemicals Pvt Ltd,ƒ??265,ƒ??300,4.4,203 Ratings,450 gm Paste,Alfalfa,Helps to gain healthy weightBoosts immunityImproves digestion,Digestion
Medisynth Witch Hazel Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,86 Ratings,20 gm Cream,Hamamelis virginica,Prevents veinous congestionReduces dark spotsPrevents blood vessels from getting damaged,Skin care
SBL Hydrangea Arborescens Mother Tincture Q,SBL Pvt Ltd,ƒ??129,ƒ??150,4.5,146 Ratings,30 ml Mother Tincture,,Effective for urinary disorderReduces the risk of calculus formationReduces the urge to urinate frequentlyRelieves pain associated with renal calculus,kidney
ADEL 5 Apo-Stom Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.6,144 Ratings,20 ml Drop,,"Supports digestive tract function and regulation, heals mucosal bleeding and relieves crampsReduces liver and spleen swelling that may accompany a dysfunctional stomachRelieves acid eructation and heartburn while supporting regulation of parietal cell activity",ENT
SBL Drops No. 1 (For Hair Care),SBL Pvt Ltd,ƒ??157,ƒ??185,4.3,161 Ratings,30 ml Drop,,"Promotes healthy hair growth


Nourishes and strengthens hair roots


Addresses hair and scalp issues


Enhances hair shine and volume",Hair care
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,ƒ??151,ƒ??170,4.4,196 Ratings,200 ml Syrup,,"Improves digestionIncreases appetiteEffective in jaundice, gallstones and liver complications",Digestion
Dr. Reckeweg Causticum Dilution 200 CH,Dr Reckeweg & Co,ƒ??138,ƒ??160,4.5,267 Ratings,11 ml Dilution,Natrum causticum,"Effective for liver and kidney ailments


Relieves cough and throat dryness


Soothes the lymph glands


Removes whitish discoloration of the skin",Throat care
Dr. Reckeweg Gelsemium Sempervirens Dilution 30 CH,Dr Reckeweg & Co,ƒ??119,ƒ??135,4.6,248 Ratings,11 ml Dilution,Natural Minerals,"Helps with vision and vertigo problems


Useful for colds, flu and sore throat


Helps manage nervousness and anxiety


Helps with heavy eyelids and double vision",Eye Care
Medisynth Wartex Pills,Medisynth Chemicals Pvt Ltd,ƒ??110,ƒ??125,4.2,56 Ratings,25 gm Tablet,,"Safe, effective and painless medication for warts and cornsBeneficial in treating benign epithelial tumorsDoes not leave any mark or scar on the skinReduces tendency to wart formation",Skin care
Bakson Homoeopathic Formula 'D' Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,ƒ??440,ƒ??500,4.1,310 Ratings,200 tablets,Calcarea fluorica 3x,"Formula ƒ??Dƒ?? Tablets are effective against eczema and lichen planus?ÿOffer relief from skin conditions and reduce the burning, redness, dryness, itching and swellingUsed for the treatment of dermatitisContains Calcarea fluorica that is useful for fissures or cracks in palms and hard skinFormula ƒ??Dƒ?? Tablets contain Rhus tox. helpful for intense itching, urticaria, burning, eczema, and eruptions containing fluid",Skin care
SBL Cantharis Mother Tincture Q,SBL Pvt Ltd,ƒ??297,ƒ??330,4.6,166 Ratings,30 ml Mother Tincture,,"Manages inflamed bladder and painful urination


Relieves increased urge to urinate


Reduces inflammation and pain in the kidneys",kidney
SBL AF-Tabs Tablet,SBL Pvt Ltd,ƒ??145,ƒ??165,4.7,225 Ratings,25 gm Tablet,Gelsemium sempervirens,"It helps to relieve harsh and dry cough with pain in the chestIt improves convulsive cough, catarrh and hoarseness in the throatIt is helpful for spasmodic cough and viscous mucus",Throat care
Hapdco Mensol Tonic,HAPDCO,ƒ??273,ƒ??310,4.4,185 Ratings,450 ml Tonic,Janosis Ashoka,Acts as a restorative and uterine tonicCan help reduce pain and crampsWorks as an anti-spasmodic remedy,Digestion
Medisynth Pilen Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.3,289 Ratings,30 ml Drop,Acidum Nitricum,"Addresses problems related to pilesSoothes pain in the areaHelps with constipation problemsHelps with bleeding, non-bleeding, internal, external and blind haemorrhoidsSafe for consumption",Digestion
Dr. Reckeweg Urtica Urens Mother Tincture Q,Dr Reckeweg & Co,ƒ??224,ƒ??255,4.6,142 Ratings,20 ml Mother Tincture,,"It can aid healing of burns and insect bites


It is safe to use and has no side effects


It helps heal cuts and wounds",Skin care
SBL Natrum Phosphoricum Biochemic Tablet 6X,SBL Pvt Ltd,ƒ??98,ƒ??110,4.7,351 Ratings,25 gm Biochemic Tablet,Natrum Phosphoricum with alcohol,"Manages concerns associated with digestion


Eases diverse symptoms including nausea, heartburn, and dizziness


Supports holistic well-being with applications for both physical and sensory concerns",ENT
Dr. Reckeweg Arnica Mont Dilution 30 CH,Dr Reckeweg & Co,ƒ??119,ƒ??135,4.6,496 Ratings,11 ml Dilution,,"It helps to restrict bleedingIt can help reduce swelling and sorenessIt can help with dizziness, pain and motion sickness",Throat care
LDD Bioscience Tone Max 5000 Drop,LDD Bioscience Pvt Ltd,ƒ??329,ƒ??370,,,30 ml Drop,Damiana,Improves and stimulates libido and increase vigourHas aphrodisiac properties and improves overall health,Health supplement
Dr. Reckeweg R87 Anti Bacterial Drop,Dr Reckeweg & Co,ƒ??273,ƒ??310,4.6,109 Ratings,30 ml Drop,,Enhances the immune systemImproves immune response of the bodyDo not cause any side effects,Health supplement
SBL Tinospora Cordifolia Mother Tincture Q,SBL Pvt Ltd,ƒ??92.4,ƒ??105,4.6,149 Ratings,30 ml Mother Tincture,Tinospora Cordifolia Dilution,It relieves joint and back painsIt controls cholesterol levels?ÿIt stimulates the immune systemIt reduces the susceptibility to fall all,Joint
SBL Cantharis Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.6,371 Ratings,30 ml Dilution,,"Manages inflamed bladder


Relieves concerns about causing pain in the kidneys


Supports women's health",kidney
Wheezal WL58 Dengue Drop,Wheezal Homeo Pharma,ƒ??171,ƒ??175,,,30 ml Drop,,Helps in quick recovery in case of dengue attackHelps in relieving the symptoms of dengue disease,Fever
Dr. Reckeweg R78 Eye Care Drop,Dr Reckeweg & Co,ƒ??233,ƒ??270,4.5,141 Ratings,22 ml Drop,,Relieves eye pain and discomfortPrevents irritation in the mucous membrane of the eyeReduces inflammation in upper eyelid,Eye Care
SBL Silicea Biochemic Tablet 6X,SBL Pvt Ltd,ƒ??96.8,ƒ??110,4.5,387 Ratings,25 gm Biochemic Tablet,,"Useful for bone disorders?ÿ


Manages defective nutrition


Helps with difficulty in passing stool


Relieves skin dryness, itching and swelling",Joint
Dr Willmar Schwabe India Topi Berberis Aquifolium Cream,Dr Willmar Schwabe India Pvt Ltd,ƒ??70.4,ƒ??80,4.4,185 Ratings,25 gm Cream,,Helps prevent itching due to eczemaHelps prevent skin infectionsHelpful for dealing with acneHelps with rough and dry skin,Skin care
Medisynth Wartex Cream,Medisynth Chemicals Pvt Ltd,ƒ??89,ƒ??100,4,285 Ratings,20 gm Cream,,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
Bakson Rheum Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,ƒ??187,ƒ??215,4.6,171 Ratings,75 tablets,,"Rheum Aid Tablets are effective against joint pains, muscular weakness, and fatigueTones up the musculoskeletal system?ÿRelieves pain, stiffness, and impaired functioning of the affected partContains Calcarea phos. 3x: which is used in fractures that take time to heal?ÿThese joint pain tablets provide effective relief with no side effects",Joint
SBL Five Phos A+ Nerve Tonic,SBL Pvt Ltd,ƒ??116,ƒ??130,4.5,179 Ratings,115 ml Tonic,,"Restores organic salts for balance


Combines phosphates and homoeopathic tinctures


Manages general weakness",Health supplement
Dr Willmar Schwabe India Withania Somnifera (Aswagandha) Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,ƒ??96.8,ƒ??110,4.5,283 Ratings,30 ml Mother Tincture,Withania Somnifera,Helps lower blood sugar levelsHelps to manage stress and anxietyHelps reduce inflammationHelps relieve joint pain and skin sores,Joint
LDD Bioscience Tone-Max Syrup,LDD Bioscience Pvt Ltd,ƒ??182,ƒ??200,,,180 ml Syrup,,"Treats general debility, nervous exhaustion, impotence, and issues with dischargeHelps relieve pain due to an enlarged prostate, swollen and tender testicles, or in pelvic areasCan be useful as a restorative tonic in conditions of fatigue",Mental wellness
Dr Willmar Schwabe India Munostim Globules,Dr Willmar Schwabe India Pvt Ltd,ƒ??110,ƒ??125,4.6,230 Ratings,10 gm Globules,Echinacea angustifolia,It is a homeopathy solution and is safe for consumptionProtects the body against virus attacksRich in anti-bacterial propertiesImproves immunity,Health supplement
Dr. Reckeweg Jaborandi Mother Tincture Q,Dr Reckeweg & Co,ƒ??224,ƒ??255,4.5,132 Ratings,20 ml Mother Tincture,,Helps prevent hair lossReduces early signs of hair greyingImproves your digestive health,ENT
SBL Agnus Castus Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.3,377 Ratings,30 ml Dilution,Its primary use includes treatment of a psychological disorder such as depression and anxiety,A homeopathy solution that is safe for consumptionMay curtail symptoms of anxiety and related issuesKeeps you energized and fitSoothes arthritic and rheumatic painsMay help with sexual health,Mental wellness
Medisynth Wartex Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.2,119 Ratings,30 ml Drop,Causticum,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
Dr Willmar Schwabe India Ginseng Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,ƒ??288,ƒ??320,4.6,215 Ratings,30 ml Mother Tincture,The formula can help adapt the body to stress,Helps to fight stress and weaknessImproves resistance to infectionsSupports liver healthPromotes overall well-being,Liver
Dr. Reckeweg Bio-Combination 28 (BC 28) Tablet,Dr Reckeweg & Co,ƒ??159,ƒ??185,4.6,154 Ratings,20 gm Biocombination Tablet,,Maintains physiological functionsProvides tissue nutrition to the bodyHelps with brain and nerve functionPromotes kidney functionAssists in healthy metabolismSafe for consumption,Digestion
SBL Alfalfa Mother Tincture Q,SBL Pvt Ltd,ƒ??94,ƒ??105,4.4,280 Ratings,30 ml Mother Tincture,Plant Extract Of Medicago Sativa,Helps to?ÿmaintain the?ÿcholesterol levelsUseful in the treatment of asthmaHelps in controlling diabetesBoosts the immune system,Diabetes
LDD Bioscience Mother Tincture Phytolacca Berry Q,LDD Bioscience Pvt Ltd,ƒ??279,ƒ??310,4.4,20 Ratings,100 ml Mother Tincture,This formulation can help improve body metabolism and enhance the digestive system to aid in weight loss and reduce fat from the body,It can help with weight managementIt may improve metabolism and energy levelsIt might help reduce appetiteIt can soothe sore throat,Throat care
ADEL 11 Defaeton Drop,Adel Pekana Germany,ƒ??255,ƒ??295,4.3,157 Ratings,20 ml Drop,,Lubricates the intestinal lining which helps in easy passing of the stoolsPromotes healthy bowel movementActs promptly and provides effective relief from constipationSoftens the stool and makes it easy to pass,Digestion
Bakson AC#9 Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,ƒ??419,ƒ??500,4.1,57 Ratings,200 tablets,Acidum phosphoricum HPI 3x,Provides holistic remedy for hairfall and thinning hairAcid phosphoricum greying post-fluid imbalancesLycopodium clavatum strengthens hair against concerns associated with premature baldnessArnica montana stimulates hair growth and counters baldness,Hair care
New Life Bach Flower White Chestnut 30,New Life Laboratories Pvt Ltd,ƒ??113,ƒ??125,4.4,136 Ratings,30 ml Dilution,,Helps to improve concentration powerPromotes rational thinking and brings tranquillityHelps reduce insomnia and calms the brain nervesPrevents overthinking and harmful self-critical behaviour,Mental wellness
Medisynth Gasgan Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.4,149 Ratings,30 ml Drop,Carbo vegetabilis,Relieves stomach aches and gastric disordersPrevents constipationImproves digestion,Digestion
Dr. Reckeweg R72 Pancreas Drop,Dr Reckeweg & Co,ƒ??232,ƒ??270,4.4,98 Ratings,22 ml Drop,,Helps in pancreatic issuesRelieves pain in upper abdomenReduces pain due to bloating,Digestion
Boericke and Tafel Anti-Dandruff Shampoo,Dr Willmar Schwabe India Pvt Ltd,ƒ??129,ƒ??145,4.3,276 Ratings,150 ml Shampoo,Lavendula,Helps reduce dandruff and other scalp conditionsCleanses the scalp thoroughlyProvides nourishment and protection to the hair,Hair care
SBL Thyroidinum Trituration Tablet 6X,SBL Pvt Ltd,ƒ??152,ƒ??175,4.6,128 Ratings,25 gm Trituration Tablet,,"Effective in cases of hyperthyroidism


Relieves migraine and muscular weakness


Improves digestion


Restores the bodyƒ??s natural strength",Digestion
LDD Bioscience Hydrastis Canadensis Mother Tincture Q,LDD Bioscience Pvt Ltd,ƒ??477,ƒ??550,4.2,43 Ratings,100 ml Mother Tincture,,Product Highlights:Helps treat coryza and catarrhEases menstruation and ear painsGives relief from ulcers and eczemaEffective in improving appetite,ENT
SBL Kalmegh Syrup,SBL Pvt Ltd,ƒ??101,ƒ??115,4.5,175 Ratings,115 ml Syrup,Effectively helps to improve gut health by alleviating indigestion,Improves gut healthUseful in constipationStimulates appetiteDeals with various hepatic complaints,Digestion
Dr Willmar Schwabe India Berberis Pentarkan Tablet,Dr Willmar Schwabe India Pvt Ltd,ƒ??155,ƒ??185,4.6,165 Ratings,20 gm Tablet,,"Helps correct metabolic disturbancesRelieves pain during urination due to renal calculiContains antiseptic, haemostatic, and diuretic propertiesAlso useful in gouty arthritis",Digestion
SBL Arnica Ointment,SBL Pvt Ltd,ƒ??67,ƒ??75,4.5,243 Ratings,25 gm Ointment,Arnica montana,"Helps with sprains


Helps relieve soreness


Reduces pain",Throat care
Medisynth Aqui Folium Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,91 Ratings,20 gm Cream,Berberis aquifolium extract,Prevents acne and pimplesReduces dark spotsMakes the skin soft and supple,Skin care
Dr. Reckeweg R89 Hair Care Drop (30ml Each),Dr Reckeweg & Co,ƒ??539,ƒ??620,,,2 bottles,"Alfalfa, D3, Hypophysis D30, Juglans D12, Kalium phosphoricum D4, D6, D12, Lactuca Sativa D2, Lecithinum D3, Oenothera biennis D3, Testes D30 and polysorbatum 80 D3",Helps prevent hair fall and baldnessPromotes strong and healthy hairRestores hair strength and volume,Hair care
